Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id
NAME,B25031_001E,B19001_001E,B01003_001E,B08141_016E,B19052_002E,C27021_001E,B23025_001E,B25041_001E,B25056_001E,B25061_001E,B25063_001E,B25065_001E,B25077_001E,B25085_001E,B25094_001E,B25104_001E,state,county
"Montgomery County, North Carolina",575,10411,27338,9,6797,26227,21798,16235,2847,358,2847,1404800,108300,499,7564,10411,37,123
"Richmond County, North Carolina",642,18546,45189,20,11767,43806,35994,21380,6286,235,6286,3655700,80100,218,12260,18546,37,153
"Surry County, North Carolina",620,28985,72099,137,18798,71299,58419,34030,8052,1363,8052,4782300,121000,634,20933,28985,37,171
"Buncombe County, North Carolina",933,107093,254474,772,75190,250737,211459,121591,38821,2042,38821,35699700,222300,2088,68272,107093,37,021
"Cabarrus County, North Carolina",884,72299,201448,776,57645,200057,155253,78093,20629,1991,20629,18946600,189100,1152,51670,72299,37,025
"Davidson County, North Carolina",694,65471,164664,318,46605,162851,132344,74311,19566,1478,19566,13379000,137000,1272,45905,65471,37,057
"Hertford County, North Carolina",733,8899,24153,26,6079,22668,20073,10632,2926,346,2926,1915000,85400,166,5973,8899,37,091
"Pender County, North Carolina",895,21766,59020,36,14912,57446,47537,28601,4246,463,4246,3372900,179500,468,17520,21766,37,141
"Watauga County, North Carolina",807,20355,54117,524,14889,53782,48016,33520,8010,1214,8010,6862900,239400,573,12345,20355,37,189
"Tyrrell County, North Carolina",729,1631,4119,6,970,3425,3623,2229,460,8,460,223700,109900,45,1171,1631,37,177
"Traill County, North Dakota",598,3349,8019,6,2526,7828,6428,3845,937,153,937,555100,139400,35,2412,3349,38,097
"Dickey County, North Dakota",630,2170,4970,17,1597,4835,3976,2680,609,103,609,318600,105300,45,1561,2170,38,021
"Ward County, North Dakota",1015,27564,69034,199,23144,64875,54245,32777,10996,2272,10996,11614400,209400,452,16568,27564,38,101
"McHenry County, North Dakota",568,2628,5927,0,1864,5845,4678,3158,404,47,404,203900,123200,35,2224,2628,38,049
"Benson County, North Dakota",433,2285,6886,13,1544,6872,4713,3033,793,89,793,255800,73600,26,1492,2285,38,005
"Renville County, North Dakota",714,1022,2495,7,688,2429,1952,1332,194,55,194,120700,140400,45,828,1022,38,075
"Burleigh County, North Dakota",851,39495,93737,152,31643,91712,74299,41951,12456,1230,12456,11202600,250600,243,27039,39495,38,015
"Oliver County, North Dakota",547,750,1837,0,513,1832,1434,1003,93,36,93,30800,177600,21,657,750,38,065
"Ramsey County, North Dakota",563,5003,11557,58,3594,11084,9247,5866,1976,237,1976,1196300,152100,89,3027,5003,38,071
"Griggs County, North Dakota",432,1056,2266,2,737,2168,1870,1462,289,41,289,93300,98200,9,767,1056,38,039
"Sheridan County, North Dakota",445,689,1405,0,402,1405,1207,862,137,7,137,68800,83400,0,552,689,38,083
"Wells County, North Dakota",621,1960,4055,0,1320,3970,3299,2471,398,116,398,214300,97900,58,1562,1960,38,103
"Mahoning County, Ohio",670,98052,231064,1097,67095,226551,190086,111447,30703,2689,30703,20371300,103400,3098,67349,98052,39,099
"Scioto County, Ohio",590,30086,76377,55,18006,73577,61654,34425,9684,654,9684,5330300,94500,386,20402,30086,39,145
"Meigs County, Ohio",585,9193,23160,34,5824,22954,18783,11173,1924,139,1924,954300,92900,183,7269,9193,39,105
"Pike County, Ohio",656,10822,28214,47,6854,27909,22394,12819,3543,308,3543,2192000,106500,155,7279,10822,39,131
"Hamilton County, Ohio",779,339966,812037,13907,258260,804004,644365,378837,143539,11062,143539,120061800,149300,3584,196427,339966,39,061
"Erie County, Ohio",739,31301,75136,413,22076,74195,61784,37859,9699,821,9699,7157800,136700,837,21602,31301,39,043
"Lawrence County, Ohio",704,23540,60622,28,14916,60042,48779,27524,6693,732,6693,4142000,103000,836,16847,23540,39,087
"Tuscarawas County, Ohio",756,36817,92526,101,26669,91577,73711,40187,10849,686,10849,7892300,121900,287,25968,36817,39,157
"Brown County, Ohio",685,17434,43679,18,12244,43124,34822,20048,4551,290,4551,2772600,124500,458,12883,17434,39,015
"Licking County, Ohio",832,64016,172293,244,47492,170961,136703,70647,17405,2226,17405,14239000,164100,1156,46611,64016,39,089
"Carroll County, Ohio",694,11126,27578,2,7741,27293,22612,13646,2508,184,2508,1469000,123900,250,8618,11126,39,019
"Clermont County, Ohio",832,77181,203216,426,58494,201904,160617,82830,19860,1187,19860,16280500,164200,973,57321,77181,39,025
"Highland County, Ohio",680,16646,43007,66,10970,42567,33872,19326,5122,223,5122,3074700,111700,365,11524,16646,39,071
"Portage County, Ohio",841,61993,162644,418,46144,161569,135765,68834,18777,1289,18777,16228000,157300,482,43216,61993,39,133
"Belmont County, Ohio",633,26200,68472,128,17713,64634,56995,32211,6179,1336,6179,3367700,98500,1435,20021,26200,39,013
"Perry County, Ohio",616,13547,35985,83,9404,35744,28442,15305,3486,120,3486,1969200,107600,174,10061,13547,39,127
"Bandera County, Texas",872,8242,21763,9,5116,21584,18438,11858,1317,10,1317,946000,167600,208,6925,8242,48,019
"Robertson County, Texas",702,6358,16890,0,4482,16698,13226,8752,1553,222,1553,917100,104000,478,4805,6358,48,395
"Taylor County, Texas",912,49482,136348,266,38246,130933,106124,57257,20465,2482,20465,18485600,119100,1070,29017,49482,48,441
"Trinity County, Texas",763,5918,14569,47,3032,14434,11947,8950,1228,80,1228,749300,79700,137,4690,5918,48,455
"Cochran County, Texas",520,996,2904,5,691,2879,2189,1356,217,10,217,89400,34100,0,779,996,48,079
"Comal County, Texas",1109,48903,135097,136,36038,133918,107898,55849,12189,1193,12189,13554800,262400,990,36714,48903,48,091
"Houston County, Texas",676,8209,22955,0,4903,19828,18955,11663,2549,152,2549,1470700,84500,271,5660,8209,48,225
"Potter County, Texas",784,43944,120899,283,33829,114083,90811,49656,19629,2222,19629,16260200,90100,466,24315,43944,48,375
"Scurry County, Texas",767,5884,17239,0,4127,15723,13258,7197,1385,315,1385,929600,88100,252,4499,5884,48,415
"Crane County, Texas",740,1422,4839,38,1153,4738,3481,1667,196,51,196,144800,91900,0,1226,1422,48,103
"Stonewall County, Texas",510,582,1385,0,414,1331,1099,939,142,14,142,37400,58200,15,440,582,48,433
"Brown County, Texas",759,14016,37834,52,9520,36773,30294,18761,3886,439,3886,2611400,97500,301,10130,14016,48,049
"Bee County, Texas",913,8537,32691,0,5924,25061,26632,10708,3088,143,3088,2358600,88200,42,5449,8537,48,025
"McCulloch County, Texas",707,3255,8098,0,2272,7960,6515,4302,820,104,820,500400,85600,106,2435,3255,48,307
"Lee County, Texas",891,6104,16952,8,4428,16491,13712,7730,1292,165,1292,903200,125700,179,4812,6104,48,287
"Ellis County, Texas",1012,55840,168838,218,45115,167585,128446,60033,15080,891,15080,15185200,172900,701,40760,55840,48,139
"Kerr County, Texas",839,20766,51365,12,12823,50494,42550,24402,5796,322,5796,4594400,170600,702,14970,20766,48,265
"Falls County, Texas",513,5237,17299,76,2982,15531,14055,7734,1373,71,1373,567700,66200,84,3864,5237,48,145
"Montgomery County, Iowa",638,4587,10155,21,3124,9966,8126,5230,1439,116,1439,855000,83400,151,3148,4587,19,137
"Mahaska County, Iowa",626,8829,22208,28,6514,21978,17498,9839,2545,273,2545,1533500,114000,92,6284,8829,19,123
"Buchanan County, Iowa",689,8046,21125,34,5998,20873,15984,9080,1744,313,1744,1014200,138000,114,6302,8046,19,019
"Decatur County, Iowa",543,3213,8044,4,2205,7929,6480,3856,1089,88,1089,567100,76800,63,2124,3213,19,053
"Jackson County, Kansas",674,5392,13318,11,3944,13184,10382,5826,1317,101,1317,929100,132500,22,4075,5392,20,085
"Logan County, Kansas",713,1137,2810,0,823,2770,2216,1448,326,59,326,176600,87200,15,811,1137,20,109
"Wyandotte County, Kansas",858,59983,164345,714,45682,163070,122894,67972,25718,2105,25718,21029000,95600,819,34265,59983,20,209
"Clay County, Kansas",639,3402,8142,6,2543,7887,6418,4073,793,157,793,481100,97300,377,2609,3402,20,027
"Saline County, Kansas",751,22210,54977,148,16484,54168,43504,24345,7210,547,7210,5483900,128500,495,15000,22210,20,169
"Wabaunsee County, Kansas",691,2749,6888,14,2031,6792,5464,3297,403,43,403,245700,129100,54,2346,2749,20,197
"Mitchell County, Kansas",556,2616,6222,0,1775,6069,4978,3311,673,118,673,315400,85300,71,1943,2616,20,123
"Atchison County, Kansas",675,5980,16363,2,4262,16184,12837,6966,1890,75,1890,1060100,101600,208,4090,5980,20,005
"Finney County, Kansas",771,12509,36957,139,10437,36729,26764,13500,4689,321,4689,3499000,140500,166,7820,12509,20,055
"Leavenworth County, Kansas",979,27060,80042,81,21321,72867,63093,29560,8809,757,8809,9213600,173900,450,18251,27060,20,103
"Stanton County, Kansas",628,807,2063,9,530,2034,1582,1095,148,45,148,67200,79700,21,659,807,20,187
"Meade County, Kansas",633,1675,4261,0,1226,4139,3281,1978,512,43,512,231600,92700,29,1163,1675,20,119
"Pratt County, Kansas",672,3684,9582,0,2716,9333,7402,4493,1162,172,1162,765200,93200,80,2522,3684,20,151
"Anderson County, Kansas",600,3069,7852,0,2027,7744,6007,3740,792,20,792,460800,93400,109,2277,3069,20,003
"Geary County, Kansas",1034,12754,34895,0,10891,29124,24906,15356,7998,1385,7998,8167000,142200,390,4756,12754,20,061
"Ford County, Kansas",756,11274,34484,12,9294,33970,25043,12247,4244,294,4244,3183900,109900,85,7030,11274,20,057
"Marshall County, Kansas",577,4112,9798,23,2859,9642,7729,4905,946,285,946,528800,94900,59,3166,4112,20,117
"Cheyenne County, Kansas",575,1228,2677,0,771,2642,2175,1504,255,13,255,116100,84000,24,973,1228,20,023
"Cowley County, Kansas",682,13566,35591,6,9403,34365,28034,16156,4538,430,4538,3082600,87300,397,9028,13566,20,035
"Franklin County, Kansas",765,9982,25563,9,7472,25374,20073,11228,2876,311,2876,2091400,125600,227,7106,9982,20,059
"Jewell County, Kansas",480,1380,2916,0,740,2884,2440,2018,251,23,251,92400,52800,18,1129,1380,20,089
"Rice County, Kansas",569,3863,9762,5,2918,9554,7797,4589,989,115,989,517500,74700,110,2874,3863,20,159
"Chase County, Kansas",624,1029,2645,0,673,2553,2106,1491,214,41,214,106300,96200,22,815,1029,20,017
"Wichita County, Kansas",688,903,2143,0,670,2113,1679,1054,239,11,239,114100,88900,37,664,903,20,203
"Norton County, Kansas",671,1930,5486,0,1333,4665,4526,2540,500,128,500,355100,75100,1,1430,1930,20,137
"Barton County, Kansas",658,10892,26791,95,7986,26395,21049,12711,3293,290,3293,2029400,92300,296,7599,10892,20,009
"Edwards County, Kansas",526,1302,2925,0,932,2836,2325,1621,278,15,278,115700,60600,52,1024,1302,20,047
"Rush County, Kansas",598,1403,3102,4,916,3032,2530,1822,323,45,323,166100,72300,93,1080,1403,20,165
"Marion County, Kansas",579,4789,12032,0,3252,11671,9717,5993,981,53,981,541100,86800,215,3808,4789,20,115
"Ottawa County, Kansas",646,2420,5902,10,1736,5815,4747,2782,456,5,456,251100,98800,207,1964,2420,20,143
"Barber County, Kansas",524,1960,4733,0,1269,4693,3709,2793,572,143,572,244000,66400,57,1388,1960,20,007
"Dickinson County, Kansas",662,7801,19004,7,5502,18632,14991,9178,2359,323,2359,1512600,109500,390,5442,7801,20,041
"Trimble County, Kentucky",734,3604,8637,0,2300,8603,6997,3988,889,19,889,533200,118100,68,2715,3604,21,223
"Hickman County, Kentucky",529,1855,4568,0,1012,4418,3796,2351,354,14,354,151700,79100,99,1501,1855,21,105
"Nelson County, Kentucky",703,17491,45388,0,13471,45085,35586,18889,4086,242,4086,2718400,149500,207,13405,17491,21,179
"Grant County, Kentucky",717,8849,24915,14,6328,24490,18707,10165,2822,246,2822,1901800,129000,192,6027,8849,21,081
"Logan County, Kentucky",656,10565,26849,6,6991,26538,21147,12389,3399,211,3399,1948000,108900,154,7166,10565,21,141
"Pendleton County, Kentucky",759,5260,14520,22,3720,14422,11593,6372,1334,299,1334,854100,104900,107,3926,5260,21,191
"Spencer County, Kentucky",646,6709,18246,5,5374,18122,14715,7150,1005,48,1005,674300,201300,15,5704,6709,21,215
"Bath County, Kentucky",624,4624,12268,0,2971,12186,9482,5462,1336,77,1336,670800,88200,187,3288,4624,21,011
"Boyle County, Kentucky",696,10984,29913,10,7456,28501,24668,12456,3697,254,3697,2516500,142100,201,7287,10984,21,021
"Harlan County, Kentucky",520,11213,27134,25,5572,26659,21554,13596,3571,381,3571,1408100,58500,816,7642,11213,21,095
"Lincoln County, Kentucky",631,9706,24458,35,6159,24214,19331,10986,2228,203,2228,1218200,100500,120,7478,9706,21,137
"Monroe County, Kentucky",520,4414,10634,24,2605,10501,8546,5244,1274,95,1274,525900,74600,14,3140,4414,21,171
"Union County, Kentucky",601,5465,14802,0,3774,14637,12189,6255,1679,60,1679,895300,86500,154,3786,5465,21,225
"Calloway County, Kentucky",674,14641,38776,24,9830,38390,32556,18717,5425,1253,5425,3618800,137200,740,9216,14641,21,035
"Daviess County, Kentucky",732,39808,99937,165,28579,97977,78005,42941,13211,1149,13211,9518500,130800,536,26597,39808,21,059
"Pulaski County, Kentucky",659,25663,64145,36,16049,63370,51522,31485,7953,824,7953,4628400,110500,476,17710,25663,21,199
"Henderson County, Kentucky",667,18480,46137,72,12659,44996,36813,20578,7223,591,7223,4556300,127200,249,11257,18480,21,101
"Knott County, Kentucky",482,6348,15513,5,3334,15362,12660,7579,1556,82,1556,501300,51200,82,4792,6348,21,119
"Muhlenberg County, Kentucky",569,11317,31081,9,7165,30428,25564,13769,2407,424,2407,1273300,85700,311,8910,11317,21,177
"Adair County, Kentucky",537,7020,19241,0,4361,18978,15923,8591,1667,118,1667,735700,89600,54,5353,7020,21,001
"Cumberland County, Kentucky",385,2769,6713,0,1457,6627,5473,3665,755,36,755,254500,91400,40,2014,2769,21,057
"Lee County, Kentucky",588,2864,6751,0,1374,6222,5512,3476,859,18,859,327800,65000,19,2005,2864,21,129
"Lewis County, Kentucky",489,5435,13490,5,2959,13348,10922,6551,1353,66,1353,402600,67400,351,4082,5435,21,135
"Woodford County, Kentucky",735,10198,26097,12,7623,25966,20868,11076,3131,76,3131,1997000,196700,310,7067,10198,21,239
"Jessamine County, Kentucky",814,18773,52422,68,14342,51880,41025,20307,6955,340,6955,5348900,168100,175,11818,18773,21,113
"Letcher County, Kentucky",558,9892,22676,37,5369,22495,18340,11748,2420,193,2420,1009200,58500,345,7472,9892,21,133
"McCracken County, Kentucky",701,27841,65284,101,17976,64066,52532,31897,9487,1025,9487,6246400,138900,910,18354,27841,21,145
"Whitley County, Kentucky",610,12490,36089,70,7502,35447,28125,15383,3829,532,3829,1946900,87700,323,8661,12490,21,235
"Floyd County, Kentucky",619,15163,36926,23,7709,36436,29996,18416,4483,210,4483,2018900,72700,155,10680,15163,21,071
"McCreary County, Kentucky",563,6203,17635,0,3104,16170,14313,7498,1837,150,1837,784500,64400,161,4366,6203,21,147
"Metcalfe County, Kentucky",491,3998,10004,0,2410,9904,7972,4741,911,61,911,375200,78300,39,3087,3998,21,169
"Rowan County, Kentucky",661,8505,24499,139,5512,24287,20282,10302,3428,547,3428,2043900,125800,485,5077,8505,21,205
"Clark County, Kentucky",726,14427,35872,25,10265,35484,28770,15841,4773,224,4773,3251700,141600,360,9654,14427,21,049
"Carroll County, Kentucky",618,3981,10711,2,2800,10436,8250,4708,1409,19,1409,850600,111200,136,2572,3981,21,041
"Estill County, Kentucky",581,5503,14313,0,3017,14193,11679,6908,1518,233,1518,718200,75300,59,3985,5503,21,065
"Greenup County, Kentucky",695,14057,35765,45,8968,35356,28998,16333,3225,337,3225,2036300,109100,343,10832,14057,21,089
"Carter County, Kentucky",570,9972,27290,15,5126,26975,21923,12478,2300,210,2300,969600,88400,80,7672,9972,21,043
"Lafourche Parish, Louisiana",794,36449,98214,230,26849,97381,77288,40697,8928,450,8928,6060500,151600,358,27521,36449,22,057
"Jefferson Davis Parish, Louisiana",614,11501,31467,0,8057,30972,24344,13809,3268,386,3268,1732800,111600,176,8233,11501,22,053
"West Feliciana Parish, Louisiana",816,3908,15377,2,2779,12078,13132,5412,1114,153,1114,692000,204500,147,2794,3908,22,125
"Beauregard Parish, Louisiana",724,13219,36769,31,9225,36078,28809,15560,2942,274,2942,1857400,116600,247,10277,13219,22,011
"Evangeline Parish, Louisiana",584,12051,33636,4,7645,32175,25926,14988,4126,456,4126,2194800,92200,233,7925,12051,22,039
"Lincoln Parish, Louisiana",692,17551,47356,0,12825,46673,39044,20075,8496,988,8496,5556600,150600,97,9055,17551,22,061
"Webster Parish, Louisiana",668,16230,39631,40,9846,38699,31754,19618,5291,329,5291,2745400,83300,678,10939,16230,22,119
"Iberville Parish, Louisiana",745,10918,32956,77,7718,29665,26774,13321,2828,449,2828,1685900,143800,260,8090,10918,22,047
"Morehouse Parish, Louisiana",596,9758,25992,7,5944,25227,20460,12591,3220,291,3220,1613200,90900,442,6538,9758,22,067
"Terrebonne Parish, Louisiana",884,40014,112587,108,28350,111271,87099,45271,11622,1271,11622,9218100,148800,703,28392,40014,22,109
"Claiborne Parish, Louisiana",636,5891,16153,0,3522,14159,13563,7831,2016,40,2016,938100,76800,83,3875,5891,22,027
"Avoyelles Parish, Louisiana",678,15085,40882,19,9947,37413,32229,18320,4473,617,4473,2364800,97400,735,10612,15085,22,009
"Pointe Coupee Parish, Louisiana",812,8961,22158,67,5960,22030,17717,11479,2145,231,2145,966500,131700,117,6816,8961,22,077
"Vernon Parish, Louisiana",961,17801,51007,24,13601,45255,39222,22123,8420,1529,8420,7226100,118900,219,9381,17801,22,115
"Sabine Parish, Louisiana",572,9185,24088,23,5348,23716,18970,14898,2903,221,2903,1173000,92300,274,6282,9185,22,085
"LaSalle Parish, Louisiana",602,5018,14949,10,3177,13566,11870,6702,1253,12,1253,457700,80000,839,3765,5018,22,059
"Lincoln County, Maine",779,15372,34067,31,9974,33604,29121,23899,3372,210,3372,2391800,213300,447,12000,15372,23,015
"Piscataquis County, Maine",611,7357,16887,3,4150,16739,14439,15444,1796,72,1796,945900,113800,408,5561,7357,23,021
"Washington County, Maine",589,13806,31694,39,8069,31091,26450,23294,3254,364,3254,1723400,110500,425,10552,13806,23,029
"Sagadahoc County, Maine",887,15833,35277,22,11362,35159,29374,18738,3846,377,3846,3344100,200500,92,11987,15833,23,023
"Kennebec County, Maine",744,51542,121545,73,36460,119993,100587,62464,15099,1196,15099,10636300,155000,777,36443,51542,23,011
"Hancock County, Maine",810,23579,54541,195,15673,54047,46078,41048,5806,628,5806,4381100,211700,641,17773,23579,23,009
"Somerset County, Maryland",685,8383,25737,54,5807,21639,21880,11391,2937,127,2937,2041000,140300,248,5446,8383,24,039
"Allegany County, Maryland",694,27837,71977,103,18362,66509,60855,32962,8735,1023,8735,6009400,119200,619,19102,27837,24,001
"Prince George's County, Maryland",1434,308849,906202,72705,259160,899604,724261,331272,117287,8561,117287,172274400,287800,3799,191562,308849,24,033
"Frederick County, Maryland",1395,91405,248472,3468,74518,246133,197071,95986,23026,995,23026,31451300,323600,961,68379,91405,24,021
"Kent County, Maryland",1001,7910,19593,99,5261,19234,16709,10675,2432,66,2432,2253600,244200,183,5478,7910,24,029
"Worcester County, Massachusetts",1027,307294,822280,6933,233409,810208,667774,333830,107613,6735,107613,108574800,269900,3999,199681,307294,25,027
"Chippewa County, Michigan",667,14046,37834,80,9330,34474,31729,21425,4325,410,4325,2725000,112300,268,9721,14046,26,033
"Oakland County, Michigan",1043,501260,1250843,2853,386759,1244672,1015249,537448,146415,10036,146415,161174400,228800,6670,354845,501260,26,125
"Muskegon County, Michigan",747,65619,173043,302,46649,168136,137058,73962,16703,1058,16703,12120100,111000,1245,48916,65619,26,121
"Lapeer County, Michigan",788,33320,88202,161,23510,86680,71827,36583,5489,536,5489,4155400,159000,826,27831,33320,26,087
"Sanilac County, Michigan",655,17179,41376,63,11244,41043,33608,23014,3471,206,3471,1915300,106400,482,13708,17179,26,151
"Ontonagon County, Michigan",512,2876,5968,15,1395,5907,5320,5679,341,38,341,178900,68300,87,2535,2876,26,131
"Alcona County, Michigan",661,5008,10364,5,2364,10268,9219,11177,610,70,610,297200,99800,218,4398,5008,26,001
"Kalkaska County, Michigan",704,7139,17463,47,4750,17407,14228,12317,1375,212,1375,881300,108200,148,5764,7139,26,079
"Ingham County, Michigan",857,112200,289564,4223,84541,287791,238360,123193,46876,3845,46876,42181300,129000,1294,65324,112200,26,065
"Ogemaw County, Michigan",672,9296,20928,14,5271,20617,17560,16165,1692,91,1692,1060600,93400,212,7604,9296,26,129
"Wexford County, Michigan",709,13053,33111,53,8607,32904,26216,16892,3085,129,3085,1970200,100200,252,9968,13053,26,165
"Dickinson County, Michigan",665,11087,25570,25,7260,25252,21117,14070,2469,326,2469,1514500,99600,256,8618,11087,26,043
"Menominee County, Michigan",561,10665,23234,8,6957,22933,19365,14291,2301,104,2301,1318700,95800,81,8364,10665,26,109
"Missaukee County, Michigan",765,6027,15006,13,3855,14898,11935,9217,1122,76,1122,756800,111400,107,4905,6027,26,113
"Van Buren County, Michigan",695,29013,75272,50,20745,74747,59660,37122,6598,530,6598,4361000,131400,519,22415,29013,26,159
"Barry County, Michigan",838,23840,60057,45,17186,59694,48255,27468,4216,206,4216,3375400,154100,242,19624,23840,26,015
"Benzie County, Michigan",755,6733,17552,107,4218,17359,14720,12476,696,191,696,455700,172000,280,6037,6733,26,019
"Schoolcraft County, Michigan",626,3351,8069,44,1900,7962,6844,6379,591,51,591,321600,109300,125,2760,3351,26,153
"Grand Traverse County, Michigan",938,37134,91746,451,27377,90188,75135,43464,8805,702,8805,8254400,194200,474,28329,37134,26,055
"Genesee County, Michigan",755,167889,409361,2341,111924,407143,326640,192073,51196,4027,51196,38590700,104800,2835,116693,167889,26,049
"Livingston County, Michigan",1011,71180,188482,314,54841,187540,152617,75642,10518,487,10518,11089800,233400,1099,60662,71180,26,093
"Manistee County, Michigan",699,9591,24444,69,5866,23209,20741,15812,1681,447,1681,1023400,120900,560,7910,9591,26,101
"Gladwin County, Michigan",610,10999,25289,33,5862,25125,21081,17867,1707,41,1707,939100,104700,364,9292,10999,26,051
"Lawrence County, Arkansas",543,6531,16669,14,4167,16373,13391,8000,2172,317,2172,944500,75700,64,4359,6531,05,075
"Conway County, Arkansas",638,8475,20906,0,5432,20793,16512,9805,2689,158,2689,1368700,101400,187,5786,8475,05,029
"Arkansas County, Arkansas",651,7682,18124,0,5285,17883,14579,9449,2788,292,2788,1367500,83600,157,4894,7682,05,001
"Lonoke County, Arkansas",794,26868,72206,54,20468,70770,55508,29076,8362,511,8362,6390600,136200,513,18506,26868,05,085
"Merced County, California",973,79606,269075,1108,59902,266325,197980,84795,38228,1540,38228,35956700,229500,1071,41378,79606,06,047
"Modoc County, California",705,3660,8938,0,1830,8714,7429,5263,857,50,857,506000,133300,243,2803,3660,06,049
"Inyo County, California",891,8083,18085,68,5319,17681,14865,9540,2973,163,2973,2555300,262400,32,5110,8083,06,027
"Stanislaus County, California",1099,172682,539301,1667,129522,536175,408846,181213,73603,2528,73603,80420500,272400,2341,99079,172682,06,099
"Tehama County, California",839,24025,63373,71,15491,62838,50022,27437,8450,475,8450,6920700,203400,356,15575,24025,06,103
"San Benito County, California",1477,17740,59416,157,14469,59259,45675,18614,6476,230,6476,9274100,496200,298,11264,17740,06,069
"El Dorado County, California",1200,69172,186661,1344,47252,185338,153562,89763,16182,1006,16182,20075800,437200,918,52990,69172,06,017
"San Francisco County, California",1805,359673,870044,170562,277142,865827,764514,393975,224398,9120,224398,418008200,1009500,4899,135275,359673,06,075
"Tulare County, California",904,136106,460477,1187,102749,456524,332597,147791,58792,2453,58792,53610200,191200,1822,77314,136106,06,107
"Nevada County, California",1222,40904,99092,350,25164,98103,84229,53654,10498,484,10498,12776400,400000,788,30406,40904,06,057
"Madera County, California",986,44759,155013,240,32320,147037,117191,50362,16132,889,16132,15260400,235200,1003,28627,44759,06,039
"Trinity County, California",815,5796,12862,25,2890,12691,11015,8850,1928,50,1928,1453400,284600,333,3868,5796,06,105
"San Bernardino County, California",1230,630633,2135413,12746,488836,2084508,1628558,716171,256893,14316,256893,323600800,305400,10528,373740,630633,06,071
"Placer County, California",1463,140661,380077,1879,98113,377358,304646,161846,39961,2705,39961,59063000,443700,1851,100700,140661,06,061
"Solano County, California",1498,149067,438530,5971,114764,426327,351136,156896,58647,2613,58647,87214500,377500,1077,90420,149067,06,095
"Colusa County, California",877,7113,21464,34,5089,21297,16229,8004,2742,188,2742,2316100,249800,91,4371,7113,06,011
"Kings County, California",971,42735,150075,150,33580,133153,113475,45792,20621,831,20621,19964200,202800,523,22114,42735,06,031
"Fresno County, California",967,304624,978130,4555,232166,966908,727089,328577,143680,7035,143680,142522900,237500,2894,160944,304624,06,019
"Ventura County, California",1705,271226,848112,4384,209221,841489,672054,287498,99672,4041,99672,167999700,559700,2595,171554,271226,06,111
"Weld County, Colorado",1014,102101,295123,727,83210,292750,224773,106198,27957,1423,27957,28500300,269400,769,74144,102101,08,123
"Custer County, Colorado",644,2083,4640,0,1037,4627,3919,4464,306,115,306,206900,262200,235,1777,2083,08,027
"Douglas County, Colorado",1655,117426,328614,3268,100765,327575,249787,121541,24651,1527,24651,41722900,441100,1154,92775,117426,08,035
"La Plata County, Colorado",1121,21793,55101,190,16252,54645,45680,27442,6416,812,6416,7171200,375400,504,15377,21793,08,067
"Rio Grande County, Colorado",588,4504,11351,32,2794,11192,9111,6770,1522,113,1522,798900,161300,170,2982,4504,08,105
"Bent County, Colorado",644,1744,5809,0,1071,3985,5013,2258,625,18,625,347900,80600,94,1119,1744,08,011
"San Juan County, Colorado",975,266,544,0,175,544,485,743,88,46,88,94300,286700,16,178,266,08,111
"Logan County, Colorado",744,8183,21689,14,5971,21216,17547,9098,3129,258,3129,2536200,154500,184,5054,8183,08,075
"Teller County, Colorado",1070,10183,24113,4,7420,23929,20223,13126,1941,227,1941,2039600,279100,349,8242,10183,08,119
"Elbert County, Colorado",1038,9046,25162,9,7400,25072,20263,9459,930,33,930,1063800,425500,94,8116,9046,08,039
"Lincoln County, Colorado",808,1520,5548,0,991,3545,4575,2046,480,51,480,384000,135700,60,1040,1520,08,073
"Alamosa County, Colorado",657,6153,16444,0,4222,16002,12928,6936,2725,251,2725,1749600,157500,10,3428,6153,08,003
"Fremont County, Colorado",805,17163,47002,33,10724,36356,40157,19715,4287,286,4287,3256500,163300,203,12876,17163,08,043
"Montrose County, Colorado",859,17125,41268,49,10965,40915,33205,18857,5014,285,5014,4123900,212900,395,12111,17125,08,085
"Saguache County, Colorado",635,2645,6468,37,1408,6448,5198,4079,663,91,663,359800,149500,100,1982,2645,08,109
"Hinsdale County, Colorado",732,387,878,0,254,878,754,1469,110,35,110,72100,331100,35,277,387,08,053
"Grand County, Colorado",1010,5823,15066,272,4532,15009,12783,16623,1814,660,1814,1733500,295800,166,4009,5823,08,049
"Otero County, Colorado",669,7691,18325,12,4725,18144,14617,9004,2907,297,2907,1819300,91900,48,4784,7691,08,089
"Litchfield County, Connecticut",1036,73987,183031,1215,54875,181755,153270,88153,16908,1154,16908,17124800,251500,1446,57079,73987,09,005
"New London County, Connecticut",1099,107402,268881,2003,81686,256654,221822,123001,35943,2551,35943,38483800,239000,2458,71459,107402,09,011
"Wakulla County, Florida",855,11068,31877,0,8043,28299,25829,13319,2141,151,2141,1637900,144700,330,8927,11068,12,129
"Fairfield County, Connecticut",1470,340491,944348,46314,266040,936272,754186,370999,111322,7638,111322,168792700,422300,6261,229169,340491,09,001
