Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Median Value 18,Value Increase Index(17-18)
627,17416,45698,8,10766,45185,36975,21106,4218,433,4218,2408000.0,115200,379,13198,17416,143800,1.0
611,13483,32263,2,8130,31806,26280,17157,3310,359,3310,1740400.0,97000,238,10173,13483,62300,0.0
547,14592,35262,0,9034,34979,28819,17540,4628,394,4628,2126400.0,107200,42,9964,14592,231600,1.0
668,5400,14554,0,3631,14342,11363,6412,1630,51,1630,994800.0,96700,184,3770,5400,118800,1.0
624,7362,19380,2,4785,19143,15546,9513,2466,246,2466,1374200.0,131100,289,4896,7362,153700,1.0
524,2164,7588,0,1350,4871,6601,2606,880,78,880,376500.0,75100,36,1284,2164,72400,0.0
839,182315,452286,1439,135897,448739,366908,200608,65422,5336,65422,53734200.0,169400,2982,116893,182315,66600,0.0
492,4663,11944,29,2929,11725,9691,5512,989,92,989,453700.0,88300,179,3674,4663,82400,0.0
624,20352,52569,59,12911,51800,42554,23388,5237,568,5237,3089000.0,123700,532,15115,20352,124900,0.0
690,12008,31753,19,8566,31417,25106,13436,3400,197,3400,2208800.0,119300,212,8608,12008,105200,0.0
584,12795,30659,22,8130,30243,24672,14638,4164,427,4164,2092500.0,87600,292,8631,12795,127100,1.0
637,12607,32478,6,8185,32102,25815,14585,3725,213,3725,2054700.0,114200,422,8882,12607,157600,1.0
517,8519,21949,11,5197,21619,17311,9980,2578,271,2578,1131100.0,86700,88,5941,8519,119000,1.0
768,21445,61434,85,16808,60611,47858,23612,6614,607,6614,4996000.0,142400,467,14831,21445,98000,0.0
719,30518,75538,17,20393,74641,61430,34864,9934,799,9934,6708100.0,134100,637,20584,30518,116900,0.0
654,15327,37751,2,10626,37227,29626,16825,5899,439,5899,3573400.0,98100,159,9428,15327,91900,0.0
490,7385,17940,9,4211,17709,14498,9016,1805,186,1805,715400.0,103700,143,5580,7385,107200,0.0
660,19280,49222,14,12881,48088,38650,22468,5842,545,5842,3538500.0,94800,447,13438,19280,92500,0.0
795,139037,354589,1586,100156,350600,288166,156016,49406,5911,49406,39479800.0,166100,2622,89631,139037,82700,0.0
621,8680,25784,2,5528,22096,21339,10945,2641,157,2641,1535200.0,85400,217,6039,8680,82800,0.0
740,20090,51024,36,12511,50654,42118,22571,4808,266,4808,3332000.0,193000,238,15282,20090,230200,1.0
672,7023,16722,0,4510,16488,13741,8591,1668,232,1668,892800.0,110900,91,5355,7023,104700,0.0
958,106673,298456,463,88863,296123,231426,112641,36739,2369,36739,35808500.0,174200,1230,69934,106673,153100,0.0
577,7535,19279,0,5245,19058,15241,8653,1902,142,1902,993300.0,120700,128,5633,7535,111600,0.0
628,9793,26394,0,6233,25982,21137,11725,2120,187,2120,1101100.0,97700,328,7673,9793,200700,1.0
950,47213,128874,507,37249,127842,101456,50381,10875,536,10875,10099900.0,227100,470,36338,47213,210900,0.0
633,66388,156519,128,43250,154897,129161,74580,18210,1114,18210,10665600.0,130300,982,48178,66388,124900,0.0
599,7613,17830,48,4736,17481,14940,8895,2100,116,2100,1140400.0,121200,79,5513,7613,72900,0.0
619,15755,40210,0,10504,39705,31748,17907,4961,423,4961,2565600.0,108600,376,10794,15755,82900,0.0
713,52684,126437,312,36843,124652,104361,59548,18621,1714,18621,13046700.0,152800,930,34063,52684,84900,0.0
590,13607,33776,20,9286,33341,27928,15591,4547,467,4547,2572700.0,94300,234,9060,13607,140500,1.0
606,6693,16154,14,3870,16002,13371,9078,1627,157,1627,807000.0,88700,211,5066,6693,88000,0.0
602,4664,14413,33,2822,13234,12302,5760,1131,129,1131,462300.0,129600,162,3533,4664,83500,0.0
571,15843,39824,11,9074,39285,32732,20639,4863,507,4863,2353800.0,92700,551,10980,15843,157300,1.0
633,5456,13839,0,3775,13653,11178,6107,1441,42,1441,789500.0,151800,28,4015,5456,78900,0.0
690,21576,54074,0,15170,53471,42655,23764,6951,259,6951,4745900.0,118000,315,14625,21576,159500,1.0
661,15084,39336,2,10729,38844,32298,16576,3056,108,3056,1982600.0,185000,121,12028,15084,98800,0.0
401,2704,6605,37,1560,6440,5401,3618,610,55,610,189200.0,83500,167,2094,2704,93700,1.0
613,23375,56402,136,14479,55776,46049,27060,6073,357,6073,3503800.0,115400,705,17302,23375,160700,1.0
491,6936,17846,31,3737,15947,15207,9000,1631,60,1631,583200.0,114100,233,5305,6936,117100,0.0
666,13653,33543,55,9352,33191,26950,15428,3749,117,3749,2495400.0,117500,311,9904,13653,89600,0.0
585,9158,23239,0,5967,22892,18219,10133,2435,63,2435,1259500.0,111700,120,6723,9158,82600,0.0
632,2613,6302,0,1706,6195,5222,2999,418,119,418,224700.0,166000,0,2195,2613,62500,0.0
851,25065,68575,114,19593,67688,53703,26808,6317,149,6317,5215700.0,163100,323,18748,25065,95200,0.0
622,16325,41397,0,11099,41048,33898,19145,4310,382,4310,2436200.0,120600,389,12015,16325,125700,1.0
744,49939,127135,114,35345,125993,104133,56732,12567,1135,12567,9017100.0,169500,887,37372,49939,70800,0.0
948,14671,39713,64,10975,39386,31686,15997,3072,193,3072,2697400.0,170500,420,11599,14671,125400,0.0
606,23798,56500,25,14887,55450,47018,28023,7142,365,7142,3763100.0,114600,403,16656,23798,91500,0.0
604,9112,22942,43,5743,22795,18797,11015,2051,175,2051,1017400.0,110600,63,7061,9112,186700,1.0
627,11599,29024,0,7571,28614,23622,13942,3513,338,3513,1948100.0,120400,355,8086,11599,242600,1.0
634,9725,26497,46,6581,23619,21084,11315,4135,339,4135,2321800.0,81000,127,5590,9725,336400,1.0
621,16101,42591,27,10458,42143,33070,18206,4214,218,4214,2319400.0,98800,324,11887,16101,274900,1.0
837,37110,97887,344,26146,96630,78140,42811,13599,1715,13599,10804700.0,126100,835,23511,37110,162100,1.0
665,11393,28355,0,7621,27992,23189,13188,2882,374,2882,1486900.0,121200,157,8511,11393,303200,1.0
500,8937,21995,16,5327,21715,17599,10348,1909,87,1909,821900.0,114700,102,7028,8937,213000,1.0
457,2180,5071,0,1383,4983,4260,3481,409,55,409,133200.0,129700,52,1771,2180,117600,0.0
930,64600,175730,378,50017,174148,138282,69146,17115,1018,17115,16025800.0,194900,837,47485,64600,227700,1.0
503,5860,16713,0,3615,14687,14045,7318,1145,140,1145,445700.0,96400,105,4715,5860,143500,1.0
613,2944,8773,3,2053,8684,7097,3483,843,54,843,487600.0,128000,128,2101,2944,188300,1.0
1364,73160,212161,346,60198,211662,160261,76485,14228,757,14228,19125000.0,388400,709,58932,73160,355100,0.0
734,17058,46854,25,12680,46458,35933,18784,5427,558,5427,3770800.0,129700,256,11631,17058,361300,1.0
501,3171,7684,0,1667,7591,6358,4324,812,93,812,266100.0,90300,53,2359,3171,175600,1.0
572,27319,68520,0,17376,67319,56839,32419,7455,683,7455,3859900.0,114600,617,19864,27319,128200,1.0
666,25114,58178,31,13861,57531,48840,29072,5487,518,5487,3395200.0,140800,805,19627,25114,104300,0.0
894,349207,937847,5489,268709,925195,726932,403206,154003,19090,154003,140377800.0,135700,4867,195204,349207,173200,1.0
402,2156,5675,14,1390,5573,4738,2681,268,104,268,87600.0,95000,31,1888,2156,146200,1.0
588,12996,31566,7,7712,30973,26291,15261,3762,272,3762,1751600.0,102700,253,9234,12996,347000,1.0
632,10827,27889,21,7134,27562,22115,12944,2996,476,2996,1542400.0,92700,149,7831,10827,115500,1.0
666,8930,24502,28,5881,22982,19892,10410,1932,155,1932,1054500.0,104800,139,6998,8930,162600,1.0
632,7064,18281,0,4452,18064,14821,8952,1632,147,1632,929300.0,103000,281,5432,7064,187000,1.0
669,20088,52887,61,13258,51964,43413,23968,5337,392,5337,3290100.0,136700,471,14751,20088,200100,1.0
652,30624,75565,20,20337,74695,61624,33444,12097,519,12097,7795400.0,152800,401,18527,30624,114300,0.0
683,5505,14654,14,3553,14423,11841,6461,1352,91,1352,801200.0,138100,137,4153,5505,94000,0.0
734,36901,95523,155,26850,94605,77798,56894,12040,6202,12040,8532800.0,164000,675,24861,36901,152400,0.0
628,5315,13248,15,3309,13023,10795,6841,1546,106,1546,892300.0,130400,224,3769,5315,95400,0.0
781,20739,55993,36,14806,55503,43706,24020,3982,638,3982,2995200.0,113100,553,16757,20739,99000,0.0
555,2128,5806,0,1376,4986,4936,3443,473,63,473,197300.0,49200,63,1655,2128,119600,1.0
837,11032,36491,57,8142,31487,29400,13135,3524,535,3524,2609700.0,85700,455,7508,11032,151800,1.0
633,6245,16966,0,3728,16865,13574,9668,1348,136,1348,735000.0,102300,716,4897,6245,224600,1.0
534,1833,4887,0,1083,4716,3872,2930,280,21,280,123000.0,111200,27,1553,1833,328300,1.0
776,8044,19406,46,5395,19080,15487,10246,2260,131,2260,1438100.0,107100,239,5784,8044,155200,1.0
652,4781,14187,24,2817,13986,11786,7252,824,68,824,233800.0,73300,372,3957,4781,52100,0.0
721,9032,23574,48,6297,23336,18468,11094,2037,169,2037,1129400.0,97200,65,6995,9032,90500,0.0
781,3731,14791,0,2750,12341,11861,4629,1057,88,1057,774200.0,52900,48,2674,3731,76700,1.0
549,3811,10429,6,1999,10336,8813,8171,458,51,458,220400.0,92100,298,3353,3811,295600,1.0
675,1063,3067,7,821,3027,2459,1403,203,15,203,121100.0,86800,26,860,1063,64000,0.0
651,2602,7541,6,1688,6891,5878,3197,788,62,788,470000.0,70800,49,1814,2602,95300,1.0
826,31781,90322,18,22941,89490,71013,37377,9635,954,9635,7548700.0,105000,504,22146,31781,154400,1.0
695,4730,12670,23,3266,12606,9703,5732,1385,138,1385,981000.0,83600,56,3345,4730,73300,0.0
716,1924,5532,9,1394,5453,4091,2334,520,24,520,310500.0,93500,35,1404,1924,133700,1.0
1018,51990,150889,136,40954,148797,116271,55714,12771,1079,12771,13255600.0,175000,610,39219,51990,288900,1.0
669,4076,10369,0,2762,10295,8439,5202,597,108,597,285400.0,87200,126,3479,4076,107700,1.0
742,1754,5821,0,1288,4283,4705,1965,687,6,687,459700.0,146900,46,1067,1754,84700,0.0
690,12674,35098,4,8692,34422,27893,16259,3324,362,3324,2033200.0,93700,673,9350,12674,49600,0.0
680,8100,23480,3,5265,22556,18724,10635,1991,115,1991,1166700.0,84800,284,6109,8100,63600,0.0
763,23825,65411,39,17521,64597,51528,28229,10517,1259,10517,7621900.0,117700,221,13308,23825,174900,1.0
667,3222,9871,40,2439,9784,7337,3793,1001,28,1001,572600.0,86200,126,2221,3222,76700,0.0
949,43942,125963,103,33826,124149,98694,48857,9880,713,9880,8860300.0,180900,745,34062,43942,118700,0.0
523,2589,7191,28,1441,7191,5360,3994,1046,150,1046,450400.0,50700,100,1543,2589,142700,1.0
688,15189,48976,71,11556,46436,36457,18976,5597,592,5597,3967300.0,94500,134,9592,15189,101000,1.0
586,735,2257,0,538,2248,1804,1020,245,32,245,151200.0,57000,0,490,735,150100,1.0
971,51475,155744,303,42542,154456,113768,57014,17481,2027,17481,16395300.0,120800,596,33994,51475,79600,0.0
741,1715,6739,0,1357,4797,5752,2235,600,36,600,260100.0,77500,24,1115,1715,165800,1.0
906,475,1420,0,353,1420,1142,559,134,0,134,34800.0,193600,4,341,475,89800,0.0
657,8980,27358,0,6430,23840,21896,11138,1997,313,1997,1166000.0,110100,277,6983,8980,102200,0.0
1172,447561,1176584,20180,374952,1169148,935214,487519,213336,17698,213336,262956900.0,275800,4627,234225,447561,113900,0.0
1225,323905,914075,5241,278828,911167,697176,340142,111349,8786,111349,145403100.0,265300,2880,212556,323905,125300,0.0
774,30931,87700,101,22259,85494,67484,36565,10507,1173,10507,7826200.0,97300,561,20424,30931,33500,0.0
620,1099,3026,0,839,2958,2352,1488,216,34,216,83700.0,55800,11,883,1099,86600,1.0
288,664,1498,2,463,1498,1160,1060,230,31,230,74700.0,44700,32,434,664,79800,1.0
1047,68045,194843,790,55460,193130,154278,73347,25803,2140,25803,28108100.0,204700,776,42242,68045,172300,0.0
644,4790,13368,8,3483,13156,9956,6084,1391,95,1391,664000.0,62700,233,3399,4790,129800,1.0
705,1276,3495,0,919,3447,2660,1544,341,56,341,196100.0,92400,20,935,1276,98300,1.0
930,31,74,0,22,74,67,59,15,0,15,5400.0,-666666666,0,16,31,115800,1.0
773,13811,36744,144,9919,36298,28379,19203,4452,689,4452,3183700.0,102200,387,9359,13811,86200,0.0
819,4420,15804,35,3350,13716,12451,5645,1345,130,1345,897500.0,68600,34,3075,4420,113800,1.0
668,6298,16727,0,4494,16522,13123,8658,1607,293,1607,894400.0,93900,726,4691,6298,110300,1.0
1283,30365,90414,327,25009,89661,68165,31853,5951,402,5951,7761500.0,225400,537,24414,30365,131000,0.0
730,17982,53026,0,13187,48169,42019,21472,4305,245,4305,2704500.0,111200,262,13677,17982,96000,0.0
846,49443,135371,290,38259,130082,105479,56978,20291,2383,20291,17240800.0,112400,1032,29152,49443,129400,1.0
425,712,1541,0,410,1530,1283,1063,192,23,192,64000.0,68600,20,520,712,127200,1.0
723,5934,14481,26,3170,14363,11898,8909,1318,50,1318,737600.0,75300,107,4616,5934,118600,1.0
838,21294,70818,28,14457,55328,61329,25465,10053,806,10053,9003800.0,132200,267,11241,21294,112500,0.0
755,16122,43315,52,9508,42388,35834,21128,3157,530,3157,1995700.0,117000,294,12965,16122,176300,1.0
874,8278,21316,10,5169,21125,18000,11788,1271,66,1271,912700.0,165900,253,7007,8278,176400,1.0
822,9529,24832,0,5803,24416,20790,16002,2490,597,2490,1862400.0,158900,326,7039,9529,123300,0.0
749,2282,7064,0,1676,5745,5739,2938,1028,132,1028,779500.0,81000,41,1254,2282,127100,1.0
492,1000,2932,7,685,2899,2202,1359,239,18,239,90900.0,33300,3,761,1000,151900,1.0
548,1574,3238,0,1018,3132,2670,2693,453,16,453,218900.0,81800,75,1121,1574,105600,1.0
1078,47253,129100,102,34952,127955,102906,53692,11648,1154,11648,12381500.0,244100,747,35605,47253,140500,0.0
928,22424,75818,57,17545,58228,59282,26325,9508,1096,9508,8225400.0,107700,523,12916,22424,143000,1.0
814,1358,4152,0,1141,4101,3009,1656,429,62,429,306900.0,130700,51,929,1358,107500,0.0
650,8328,22849,0,4803,19679,18933,11629,2607,215,2607,1534000.0,80200,404,5721,8328,104200,1.0
740,6725,22016,42,5853,21821,15829,8020,2431,197,2431,1753800.0,106400,70,4294,6725,155700,1.0
761,17326,48239,77,12527,47450,37133,20641,5437,421,5437,3589100.0,88900,402,11889,17326,125500,1.0
747,43453,121230,443,33488,114375,91067,49395,18547,2247,18547,14552600.0,89000,530,24906,43453,94700,1.0
538,3202,8403,0,1709,8152,6887,5414,665,126,665,250700.0,81900,93,2537,3202,93600,1.0
737,5838,17346,22,4138,15835,13400,7184,1511,425,1511,978700.0,89800,354,4327,5838,133100,1.0
628,1257,3348,0,834,3322,2619,1761,265,68,265,152300.0,78900,28,992,1257,154100,1.0
525,16320,63420,82,11845,62893,44771,19724,4184,520,4184,1866300.0,67200,285,12136,16320,165000,1.0
508,458,1084,0,304,1029,838,810,110,13,110,28800.0,53700,23,348,458,121900,1.0
643,1308,3575,5,964,3515,2596,1623,354,26,354,180700.0,62900,9,954,1308,100000,1.0
932,26015,80306,77,19262,78172,62076,30195,6104,317,6104,5125500.0,150300,875,19911,26015,67200,0.0
691,13835,37787,52,9055,36768,30164,18638,3797,561,3797,2462900.0,95100,282,10038,13835,95700,0.0
547,1244,3102,0,780,3039,2469,1925,465,39,465,219600.0,48700,49,779,1244,123800,1.0
872,8531,32729,0,6083,25162,26581,10693,3156,193,3156,2406200.0,78500,47,5375,8531,122900,1.0
746,3931,10639,18,2441,10535,8401,5825,1002,161,1002,586500.0,130300,98,2929,3931,113100,0.0
747,4530,19110,13,3372,15933,14938,5939,1356,178,1356,892900.0,75900,102,3174,4530,93000,1.0
702,1479,4836,34,1187,4732,3445,1670,321,57,321,199700.0,81500,0,1158,1479,125000,1.0
823,7748,20473,17,5344,20019,16296,9165,1990,64,1990,1501800.0,136800,72,5758,7748,95900,0.0
721,3143,8145,0,2132,8003,6496,4302,745,77,745,429200.0,82000,137,2398,3143,106200,1.0
804,1622,4122,0,1088,4111,3490,2682,437,37,437,202100.0,156400,30,1185,1622,89000,0.0
488,832,2224,2,501,2082,1806,1361,237,11,237,70800.0,54200,17,595,832,132000,1.0
855,6118,16850,0,4343,16362,13569,7688,1379,127,1379,852400.0,138300,234,4739,6118,130800,0.0
987,689921,1983675,5501,565488,1967683,1509967,748333,271069,30244,271069,281045300.0,158200,9577,418852,689921,161600,0.0
748,16567,57747,39,11509,44367,47733,20304,4819,502,4819,3277100.0,91800,180,11748,16567,63900,0.0
960,54725,164092,312,43871,162784,124774,58592,14747,857,14747,14147800.0,158200,628,39978,54725,185700,1.0
815,5232,14756,121,3863,14510,11345,6634,1582,263,1582,1108100.0,96700,210,3650,5232,141200,1.0
802,20580,50761,6,12605,49833,42025,24261,5920,475,5920,4458900.0,164000,717,14660,20580,77300,0.0
642,9437,24479,27,6097,23977,18978,11409,2993,178,2993,1683900.0,88500,173,6444,9437,107600,1.0
517,5107,13492,0,3061,13279,10709,7303,1105,104,1105,466900.0,89600,90,4002,5107,64400,0.0
517,5405,17289,64,3090,15547,14087,7741,1474,131,1474,611600.0,63000,146,3931,5405,182600,1.0
602,2022,7251,0,1386,6709,5442,3051,779,73,779,361000.0,61900,24,1243,2022,161500,1.0
802,11021,29292,8,7929,29021,23129,13132,2846,51,2846,2084000.0,175200,267,8175,11021,106600,0.0
474,152,564,0,119,564,408,253,109,0,109,19600.0,21300,0,43,152,144700,1.0
948,128857,358484,2123,98865,353545,278889,146962,54392,4285,54392,51991200.0,122400,1876,74465,128857,160000,1.0
690,7603,20913,101,5084,20568,16580,10626,1363,265,1363,856700.0,116700,656,6240,7603,90000,0.0
886,23246,66867,63,18034,66062,50687,27492,7700,551,7700,6703800.0,105400,143,15546,23246,198400,1.0
695,4333,11246,0,2588,11180,9085,5341,987,99,987,634700.0,114000,15,3346,4333,56900,0.0
882,49118,130552,193,38418,129640,102320,53955,14815,1630,14815,13308400.0,157600,885,34303,49118,76400,0.0
797,1123,3358,0,551,3262,2837,2693,261,57,261,148100.0,105100,70,862,1123,298800,1.0
657,2135,5851,0,1280,5182,4812,3184,697,57,697,220200.0,97000,70,1438,2135,51800,0.0
483,1102,3122,10,800,3122,2340,1500,255,12,255,117900.0,72900,58,847,1102,64700,0.0
919,462,1139,0,329,1098,858,609,69,7,69,35900.0,66100,13,393,462,-666666666,1.0
541,3536,12152,16,2364,11926,8983,4336,1084,101,1084,459600.0,39900,44,2452,3536,91800,1.0
766,7733,21821,33,5770,21606,16980,11837,2275,398,2275,1557500.0,114900,213,5458,7733,129400,1.0
711,2292,6033,4,1724,5997,4683,2784,344,59,344,201800.0,107800,40,1948,2292,101600,0.0
517,562,1414,0,360,1377,1187,899,111,28,111,50200.0,47400,22,451,562,63000,1.0
672,7232,19646,7,4836,17995,15723,9385,1823,324,1823,1039700.0,86100,473,5409,7232,93100,1.0
648,2755,7510,0,1787,7385,6155,3754,499,85,499,222800.0,130900,29,2256,2755,84200,0.0
607,3157,8220,0,1906,7976,6706,4558,768,79,768,352500.0,108500,104,2389,3157,76000,0.0
523,1533,3990,0,1024,3979,3168,2286,383,29,383,151300.0,38400,73,1150,1533,67200,1.0
634,2639,8774,7,1930,6353,7286,4061,634,192,634,357500.0,65700,304,2005,2639,90400,1.0
676,10675,32664,57,8237,32409,24183,12235,3512,506,3512,2419700.0,96300,208,7163,10675,102700,1.0
613,664,1591,0,419,1591,1309,988,160,22,160,79200.0,65700,5,504,664,92400,1.0
663,7684,19859,21,5182,19394,15670,10401,1883,130,1883,1088600.0,143300,132,5801,7684,162000,1.0
806,25974,79884,78,18682,73111,61948,30274,6534,601,6534,4735800.0,93200,518,19440,25974,87500,0.0
724,4142,12755,12,2944,11602,9641,4857,1248,119,1248,762000.0,68000,62,2894,4142,167700,1.0
945,21691,63247,38,16194,62217,49107,24398,5049,260,5049,4188400.0,141700,450,16642,21691,110900,0.0
785,13827,41016,30,10245,40492,33376,17696,5024,908,5024,3768300.0,128300,788,8803,13827,66000,0.0
1012,117088,345995,230,95779,334943,263673,130392,32872,3157,32872,32427800.0,164300,2310,84216,117088,131900,0.0
601,469,1114,4,295,1114,876,767,133,2,133,43400.0,57300,72,336,469,109800,1.0
612,1230,3433,0,776,3365,2838,2145,315,59,315,179300.0,65100,47,915,1230,96100,1.0
797,15509,48139,15,11764,47655,35977,18141,3972,277,3972,2611700.0,96100,242,11537,15509,104900,1.0
663,3470,8422,1,2133,8382,6857,5531,1003,51,1003,581300.0,65900,72,2467,3470,99300,1.0
627,5552,14990,0,3811,14797,11648,7084,1707,490,1707,991900.0,66100,355,3845,5552,93700,1.0
597,890,3702,0,504,3116,2901,1559,225,30,225,96000.0,44100,17,665,890,113500,1.0
732,15154,48548,47,11013,46087,38467,18386,2706,288,2706,1826900.0,134400,201,12448,15154,127300,0.0
801,3954,11498,0,3085,11375,8685,4755,1187,66,1187,768500.0,85600,54,2767,3954,70500,0.0
778,30459,79687,37,19717,78709,64449,40655,7491,555,7491,5136200.0,99000,1060,22968,30459,183500,1.0
743,23363,66606,0,16777,65852,51491,28332,6035,615,6035,4077500.0,115100,509,17328,23363,115900,0.0
604,964,2123,0,577,2070,1762,1789,321,33,321,126000.0,60800,43,643,964,97400,1.0
670,19085,49401,19,12904,48753,38914,22663,6812,856,6812,4503400.0,88100,518,12273,19085,125700,1.0
742,9298,24963,22,6241,24504,20450,13934,1746,352,1746,1157200.0,158700,2033,7552,9298,95100,0.0
1172,170051,508313,2018,139972,504499,387318,181263,52841,5611,52841,64823700.0,227100,2273,117210,170051,106300,0.0
589,1941,4432,0,1307,4373,3704,3302,483,73,483,211600.0,107200,16,1458,1941,96100,0.0
800,1635,5547,0,1338,5477,4001,1897,374,0,374,186600.0,120500,65,1261,1635,160300,1.0
735,76740,213849,338,54684,210417,165664,86218,28601,2992,28601,21147000.0,140700,1535,48139,76740,133200,0.0
488,2920,14291,62,1961,14272,9546,3633,1384,111,1384,633600.0,18700,10,1536,2920,95600,1.0
675,17632,46974,154,11236,43531,38405,24700,4109,427,4109,2577400.0,84900,482,13523,17632,78600,0.0
673,2694,7293,0,1783,7116,5749,3734,747,22,747,355300.0,80800,61,1947,2694,110100,1.0
774,19354,53607,12,12893,52941,42858,23169,4428,524,4428,2986400.0,112600,419,14926,19354,113200,0.0
813,12894,40544,0,9722,38735,32121,14260,4222,215,4222,3340500.0,124300,173,8672,12894,102300,0.0
638,5155,12972,0,3649,12790,10349,6267,1812,179,1812,1113300.0,69900,84,3343,5155,105700,1.0
763,1171,3735,0,956,3698,2804,1326,348,41,348,237500.0,88400,0,823,1171,137200,1.0
735,2652,8481,0,2036,8481,5934,3026,598,155,598,372800.0,81900,4,2054,2652,190500,1.0
644,11217,34527,43,8706,32742,25947,13425,4443,487,4443,2531000.0,80200,208,6774,11217,100000,1.0
568,9218,25689,43,6020,25497,19650,12084,2638,209,2638,1252300.0,73100,152,6580,9218,242100,1.0
602,5218,12353,1,3183,12139,10251,6903,1262,163,1262,619400.0,65200,122,3956,5218,109400,1.0
600,3781,10266,0,2547,10041,8121,5267,1067,70,1067,553500.0,76500,121,2714,3781,109800,1.0
719,9414,27436,0,5800,27289,21730,13444,1602,112,1602,1026800.0,95900,278,7812,9414,105100,1.0
631,1573,3894,0,1228,3874,3053,2104,500,13,500,294500.0,95500,50,1073,1573,246600,1.0
832,43081,116906,78,32777,112051,92228,47970,15912,1319,15912,13090800.0,122600,763,27169,43081,216500,1.0
749,14061,40506,40,9912,39952,31969,16949,3238,242,3238,2146700.0,111600,336,10823,14061,254900,1.0
864,32734,91518,362,24677,90445,70606,36507,11276,1405,11276,9794900.0,129100,338,21458,32734,135900,1.0
853,14698,48443,174,11636,48192,38142,16521,4614,555,4614,3813900.0,157600,349,10084,14698,110900,0.0
727,15224,41430,69,11187,41070,31766,17444,4955,376,4955,3227600.0,115700,206,10269,15224,105800,0.0
770,48528,131778,365,35892,116552,105041,55948,18769,2784,18769,14598200.0,93200,822,29759,48528,230600,1.0
895,15755,47205,0,12100,46503,37010,17334,2598,90,2598,1898600.0,170600,180,13157,15755,271400,1.0
675,248,602,0,161,602,459,428,65,14,65,25900.0,106900,14,183,248,171700,1.0
673,8065,23273,10,5981,23073,17868,9326,2532,260,2532,1614400.0,82300,157,5533,8065,149500,1.0
674,4457,10140,0,2567,9997,8444,6321,929,107,929,556400.0,88600,132,3528,4457,330400,1.0
628,16416,57471,59,12360,57072,41270,18233,5246,552,5246,3144300.0,95100,64,11170,16416,194900,1.0
1180,55045,159883,186,46196,158620,119137,59092,18295,1546,18295,21913400.0,187400,389,36750,55045,180400,0.0
814,47550,126146,193,34030,124699,99376,54921,15687,1168,15687,12584300.0,116600,830,31863,47550,72300,0.0
765,3586,12043,0,2307,10509,9841,6179,627,131,627,358200.0,84900,154,2959,3586,70800,0.0
819,8681,20195,0,4509,19985,17717,14956,2034,192,2034,1661700.0,184500,356,6647,8681,100200,0.0
742,10441,28109,51,7279,27826,22267,15425,3110,385,3110,2163400.0,88600,441,7331,10441,161400,1.0
732,12027,33787,0,8282,30882,27453,14327,3050,263,3050,1920500.0,98200,403,8977,12027,122700,1.0
698,4303,15051,6,2869,12462,12227,5880,1103,449,1103,668200.0,94100,5,3200,4303,104600,1.0
728,7260,20474,0,5084,18636,16273,9201,1795,109,1795,1200900.0,100000,97,5465,7260,65200,0.0
895,77480,214231,2413,64135,210275,174720,85634,42233,4233,42233,41814900.0,170500,1026,35247,77480,80100,0.0
720,5291,13660,0,2935,13569,10827,6637,939,176,939,575800.0,76500,119,4352,5291,122600,1.0
585,11811,30118,25,7154,29687,23988,14504,2615,292,2615,1486600.0,86200,115,9196,11811,127000,1.0
697,5716,19889,0,4495,19774,13438,6415,1352,147,1352,668100.0,111000,63,4364,5716,121900,1.0
814,45615,123402,69,34929,121202,94898,51560,18771,2010,18771,15622200.0,130000,675,26844,45615,79800,0.0
746,7971,22962,0,5613,21392,17671,10052,1976,636,1976,1312200.0,71700,169,5995,7971,100800,1.0
790,4174,13979,0,2789,9894,11504,5228,1105,54,1105,688400.0,101700,26,3069,4174,94600,0.0
882,110275,298042,1246,87621,293628,233768,123178,48581,5984,48581,44615200.0,122700,1234,61694,110275,115200,0.0
704,3075,8839,0,2123,7666,7209,4137,551,61,551,316400.0,81400,79,2524,3075,57700,0.0
933,36525,114852,147,29038,113768,86327,40073,8350,653,8350,7503400.0,154000,702,28175,36525,62500,0.0
1123,13691,40306,19,10166,39829,31867,15406,3716,259,3716,4405100.0,297700,336,9975,13691,121000,0.0
685,7027,17955,4,4630,17584,14532,9698,1592,160,1592,942800.0,106700,313,5435,7027,83200,0.0
698,2320,5953,19,1638,5908,4556,2978,633,61,633,374600.0,60500,10,1687,2320,98500,1.0
942,627889,1892004,22303,494842,1861276,1452689,683786,259072,24555,259072,250131300.0,142300,7641,368817,627889,71600,0.0
811,2230,7098,0,1709,6920,5249,2673,621,0,621,433800.0,68000,78,1609,2230,89000,1.0
889,13320,39283,19,9823,39077,29585,14915,2297,275,2297,2031600.0,171500,252,11023,13320,127500,0.0
472,1644,3602,0,912,3526,2891,2657,371,28,371,183300.0,67200,13,1273,1644,87800,1.0
886,116397,336506,651,92751,315444,251717,136088,52630,9135,52630,47300500.0,137100,3090,63767,116397,110800,0.0
683,122188,420201,826,86138,417802,302842,148211,40120,5395,40120,25859400.0,82500,1884,82068,122188,100200,1.0
1109,275164,781321,3698,238845,776789,603182,290621,97642,6750,97642,114042900.0,232000,2524,177522,275164,80100,0.0
